sentence,token ,target,morph_weight,"BP_type
",meaning ,transliteration,
حملت الشاحنة صناديق مليئة بالمؤن والمواد الغذائية.,بالمؤن,مؤن,فُعَل,جمع كثرة,Provisions,m&n,
حملت السفينة الأشرعة لتبدأ رحلتها عبر المحيط., الأشرعة,أَشْرِعَةٌ,أَفْعِلَة,جمع قلة,Sails,>a$oriEapN,
حمل المزارع أربع أوعية من الحليب.,أوعية,أوعية,أَفْعِلَة,جمع قلة,Vessels,>wEyp,
حمل العمال أَحْمَالاً ثقيلة.,أَحْمَالاً,أَحْمَال,أَفْعَال,جمع قلة,Loads,>aHomaAl,
حمل الحمال البضاعة على أكتافه.,أكتافه,أكتَاف,أَفْعَال,جمع قلة,Shoulders,>ktaAf,
حمل الحطاب عددًا من أعواد الحطب على ظهره.,أعواد,أعواد,أَفْعَال,جمع قلة,Sticks,>EwAd,
حمل الحراس المشاعل أثناء الحراسة في الليل.,المشاعل,مشاعل,مَفَاعِل,جمع كثرة,Torches,m$AEl,
حمل الجنود أسلحتهم واستعدوا للدفاع عن وطنهم بشجاعة., أسلحتهم,أسلحة,أَفْعِلَة,جمع قلة,Weapons,>slHp,
حمل الجندي سيوفاً قديمة أثناء التدريب.,سيوفاً,سيوف,فُعُول ,جمع كثرة,Swords,sywf,
حمل الجندي ثلاث بنادق للتدريب.,بنادق,بنادق,فَعَالِل,جمع كثرة,Guns,bnAdq,
حَمَلَ البَائِعُ أَكْيَاسَ الخُضْرُوتِ إِلَى السَّيَّارَةِ.,أَكْيَاسَ,أَكْيَاسَ,أَفْعَال,جمع قلة,Bags,>akoyaAsa,
حَلَّقَتِ النُّسُورُ فِي السَّمَاءِ بَاحِثَةً عَنْ فَرِيسَتِهَا., النُّسُورُ,نُسُور,فُعُول ,جمع كثرة,Vultures,nusuwru,
حلّق النسر فوق قمم الجبال العالية.,قمم,قمم,فِعَل,جمع قلة,Peaks,qmm,
حكى الجد للأطفال حكايات عن الأسود في الغابة.,الأُسود,أُسود,فُعُول ,جمع كثرة,Lions,>uswd,
حَقَّقَ ٱللَّاعِبُ مَكَاسِبَ كَبِيرَةً بَعْدَ فَوْزِهِ بِٱلْبَطُولَةِ,مَكَاسِبَ,مَكَاسِب,مَفَاعِل,جمع كثرة,Profits,makaAsiba,
حقق المستثمرون مَكَاسِبَ ضخمة في سوق الأسهم.,مَكَاسِب,مَكَاسِب,مَفَاعِل,جمع كثرة,Gains,makaAsib,
حَفِظْتُ ذِكْرَيَاتِي القَدِيمَةَ عَلَى أَشْرِطَةِ الفِيدْيُو.,أَشْرِطَةِ,أَشْرِطَةِ,أَفْعِلَة,جمع قلة,Leaves,>a$oriTapi,
حَفَرَ العُمَّالُ حُفَرًا كَبِيرَةً لِوَضْعِ الأُسَاسَاتِ., حُفَر, حُفَر,فُعَل,جمع كثرة,Holes,Hufar,
حَضَرْتُ مَرَاسِمَ ٱلزَّوَاجِ فِي ٱلْقَاعَةِ ٱلْكُبْرَىٰ,مَرَاسِمَ,مَرَاسِم,مَفَاعِل,جمع كثرة ,Rituals,maraAsima,
حضرت الجماهير الحاشدة لمشاهدة المباراة., الجماهير,جماهير,فَعَالِيل,جمع كثرة,Mass,jmAhyr,
حضر سفراء الدول اجتماعاً هاماً في الأمم المتحدة.,سفراء,سفراء,فُعَلاء,جمع كثرة,Ambassadors,sfrA',
حصل الفائزون على الدروع التذكارية في الحفل.,الدروع,دُرُوع,فُعُول ,جمع كثرة,Shields,duruwEN,
حَصَلَ الجُنُودُ عَلَى رُتَبٍ عَالِيَةٍ تَقْدِيرًا لِجُهُودِهِمْ.,رُتَبٍ,رُتَبٍ,فُعَل,جمع كثرة,Ranks,rutabK,
حَصَلَ الجُنْدِيُّ عَلَى أَوْسِمَةِ شَرَفِيَّةٍ لِشَجَاعَتِهِ.,أَوْسِمَةِ,أَوْسِمَةِ,أَفْعِلَة,جمع قلة,Rays,>awosimapi,
حصل الأبطال على الأوسمة تقديرًا لجهودهم., الأوسمة ,أوْسِمَة,أَفْعِلَة,جمع قلة,Medals,>wosimap,
حُصدت المحاصيل من جميع القرى المجاورة.,المحاصيل,محاصيل,مَفَاعِيل,جمع كثرة,Crops,mHASyl,
حَاوَلَ المُحَقِّقُ فَكَّ رُمُوزِ الرِّسَالَةِ الَّتِي تَحْتَوِي عَلَى مُجَاهِيلِ., مجَاهِيلِ, مجَاهِيل,مَفَاعِيل,جمع كثرة,Unknowns,mujaAhiyli,
حاور الكاتب مجموعة من الأدباء حول الكتابة.,الأدباء,أدباء,فُعَلاء,جمع كثرة,Writers,>dbA',
جمعنا أصداف البحر من الشاطئ.,أصداف,أصداف,أَفْعَال,جمع قلة,Shells,>SdAf,
جمعت جميع الأشياء التي تحتاجها للرحلة.,الأشياء,أشياء,أَفْعَال,جمع قلة,Things,>$yA',
جمعت الفراشات الرحيق من أزهار ورود ملونة.,ورود,ورود,فُعُول ,جمع كثرة,Roses,wrwd,
جَمَعَتِ الفَتَاةُ دَبَابِيسَ بِأَشْكَالٍ جَمِيلَةٍ لِتَزْيِينِ شَعْرِهَا.,دَبَابِيسَ,دَبَابِيسَ,فَعَالِيل,جمع كثرة ,Pins,dabaAbiysa,
جمعت العائلة الفواكه الطازجة من الأشجار التي زرعوها في حديقة منزلهم.,الفواكه,فواكه,فَوَاعِل ,جمع كثرة,Fruits,fwAkh,
جمعت الطالبة الأوراق المتناثرة على الطاولة.,الأوراق,أوْرَاق,أَفْعَال,جمع قلة,Leaves,>woraAq,
جمع المعلم التعاريف من مصادر مختلفة.,التعاريف,تعاريف,تَفَاعِيل,جمع كثرة,Definitions,tEAryf,
جُمع التلاميذ في الساحات لتنظيم الفصول.,التلاميذ,تلاميذ,تَفَاعِيل,جمع كثرة,Students,tlAmy*,؟؟
جمع البحّار اللآلئ من أعماق البحر.,اللآلئ,لآلئ,فَعَالِل,جمع كثرة,Pearls,l|l},
جمع الباحث الدواوين الشعرية لإعداد دراسته.,الدواوين,دواوين,فَعَالِيل,جمع كثرة,Dictionaries,dwAwyn,
جَلَسْنَا فِي مَرَابيعٍ خَضْرَاءَ فِي ٱلرِّيَفِ, مَرَابيعٍ , مَرَابيع,مَفَاعِيل,جمع كثرة ,Squares,maraAbyEK,
جلسنا في أَحْدَاث ممتعة.,أَحْدَاث,أَحْدَاث,أَفْعَال,جمع قلة,Events,>aHodaAv,
جلسنا على أربع حصائر بجانب النار.,حصائر,حصائر,فَعَائِل,جمع كثرة,Mats,HSA}r,
جَلَسْنَا حَوْلَ ٱلْمَشَارِبِ فِي ٱلْمَقْهَىٰ,المَشَارِبِ, مَشَارِب,مَفَاعِل,جمع كثرة ,Drinks,ma$aAribi,
جلست في إحدى الزوايا الهادئة من المقهى., الزوايا,زوايا,فَعَالَى, جمع كثرة,Angles,zwAyA,
جلس المسافرون تحت أَظْلَالِ الأشجار هربًا من حرارة الشمس.,أَظْلَالِ,أظْلَال,أَفْعَال,جمع قلة,Shadows,>ZolaAl,
جلس الطلاب في الفصول الدراسية.,الفصول,فصول,فُعُول ,جمع كثرة,Seasons,fSwl,
جلس الزوار على الأرائك المريحة أثناء الانتظار.,الأرائك,أرائك,أَفَاعِل,جمع كثرة,Sofas,>rA}k,
جلس الأطفال على السُرُر في غرفة الجلوس للاستمتاع بالحديث معاً,السُرُر,سُرُر,فُعُل,جمع كثرة,Beds,surur,
جلس الأطفال تحت ظلال الأغصان.,ظلال,ظلال,فِعَال,جمع كثرة,Shadows,ZlAl,
جلب المزارعون طَرَفَاتٍ من الأغصان.,الأغصان,أغصان,أَفْعَال,جمع قلة,Edges,TarafaAt,
جلب العمال أكياساً مليئة بالقمح.,أكياساً ,أكياس,"أَفْعَال
",جمع قلة,Bags,>kyAs,
جلب التاجر ثلاث علب من السمن الأصلي.,علب,عُلَبٌ,"فُعَل
",جمع كثرة,Cans,EulabN,
جالنا في الحَوائِض الزراعية لقطف الثمار الناضجة.,الحَوائِض,حَوائِض,فَوَاعِل ,جمع كثرة,Rings,HawA}iD,
جاب العلماء أرجاء العالم للبحث عن حلول جديدة لمشكلات الطاقة.,أرجاء,أرجاء,أَفْعَال,جمع قلة,Regions,>rjA',
جاء أَعمام الاطفال ليحضروا الحفل الكبير,أَعمام,أَعمام,أَفْعَال,جمع قلة,Uncles ,>aEmAm,
توفر مَعَاهِدُ اللغات برامج تعليمية متقدمة.,مَعَاهِدُ,مَعَاهِدُ,مَفَاعِل,جمع كثرة,Institutes,maEaAhidu,
توفر المَلاجِئ الأمان للمشردين في المدن الكبيرة.,المَلاجِئ , مَلاجِئ ,مَفَاعِل,جمع كثرة,Shelters,malAji},
توزع الصحف الجديدة في جميع الشوارع.,الصحف,صحف,فُعُل,جمع كثرة,Newspapers,SHf,
توجد مَحَاكِمُ مستقلة للفصل في النزاعات القانونية.,مَحَاكِمُ,مَحَاكِم,مَفَاعِل,جمع كثرة,Courts,maHaAkimu,
توجد العديد من المطاعم في المدينة التي تقدم وجبات متنوعة لجميع الأذواق,المَطَاعِم,مَطَاعِم,مَفَاعِل,جمع كثرة,Restaurants,maTaAEim,
توجد الأدوات المدرسية في الحقيبة.,الأدوات,أدوات,أَفْعَال,جمع قلة,Tools,>dwAt,
تواجد العديد من الأشباح في الحكايات الشعبية القديمة.,الأشباح,أَشْبَاحٌ,"أَفْعَال
",جمع قلة,Ghosts,>a$obaAHN,
تنوعت المشارب الثقافية في ذلك المؤتمر الدولي., المشارب, مشارب,مَفَاعِل,جمع كثرة,Drinks,m$Arb,
"تَنْظُرُ المَحاكِمُ فِي القَضَايَا المُهِمَّةِ اَلَّتِي تُؤَثِّرُ عَلَى المُجْتَمَعِ .

",المَحاكِمُ,مَحاكِم,مَفَاعِل,جمع كثرة,Courts,mHAkm,
تَنْتَهِي عِدَّةُ ٱمْرَأَةٍ بِثَلاَثَةِ قُرُوءٍ حَسَبَ ٱلشَّرِيعَةِ ٱلْإِسْلَامِيَّةِ,قُرُوء,قُرُوء,فُعُول ,جمع كثرة,Menstruations,quruw',
تنتشر مَشَاغِلُ الخياطة في مختلف المدن الكبرى.,مَشَاغِلُ,مَشَاغِل,مَفَاعِل,جمع كثرة,Workplaces,ma$aAgilu,
تَنْتِجُ ٱلْأَرْضُ مَحَاصِيلَ وَفِيرَةً,مَحَاصِيلَ ,مَحَاصِيل,مَفَاعِيل,جمع كثرة ,Crops,maHaASiyla,
تناولنا خمس أطباق شهية خلال الوليمة.,أطباق,أطباق,أَفْعَال,جمع قلة,Plates,>TbAq,
تناولنا أطعمة لذيذة في المطعم الجديد., أطعمة,أطعمة,أَفْعِلَة,جمع قلة,Food,>TEmp,
تَمَكَّنَتِ الشُّرْطَةُ مِنْ القَبْضِ عَلَى اللُّصُوصِ., اللُّصُوصِ,لُصُوص,فُعُول ,جمع كثرة ,Thieves,luSuwSi,
تمتلك النسور أعيناً حادة وقوية.,أعيناً ,أعْيُن,أَفْعُل,جمع قلة,Eyes,>Eoyun,
تمتلك المتاجر أنواعًا مختلفة من الأحذية الرياضية.,الأحذية,أحْذِيَة,"أَفْعِلَة
",جمع قلة,Shoes,>Ho*iyap,
تَمْتَلِكُ العَائِلَةُ أَرَاضِيَ شَاسِعَةً لِلزِّرَاعَةِ., أَرَاضِيَ, أَرَاضِي,أَفَاعِي,جمع كثرة,Lands,>araADiya,
تمتلئ مَسَاجِدُ المدينة بالمصلين يوم الجمعة,مَسَاجِدُ,مَسَاجِد,مَفَاعِل,جمع كثرة,Mosques,masaAjidu,
تمتلئ القلوب بالمحبة والتسامح عندما يسود السلام بين الناس.,القلوب,قلوب,فُعُول ,جمع كثرة,Hearts,qlwb,
تمتد الصَّحارِي الواسعة في المنطقة، حيث لا يوجد سوى الرمال والحرارة الشديدة.,الصَّحارِي, صحارِي,فَعَالِي,جمع كثرة,Diggers,S~aHAriy,
تمتد الأشجار العالية على جانبي الطريق.,الأشجار,أشْجَار,أَفْعَال,جمع قلة,Trees,>$ojaAr,
تمت دراسة الأبحاث في معاهد العلوم الحديثة.,الأبحاث,أبحاث,أَفْعَال,جمع قلة,Research,>bHAv,
تمت دراسة آثار البراكين في المنطقة.,البراكين,براكين,فَعَالِيل,جمع كثرة,Volcanoes,brAkyn,
تمت الموافقة على عدة مَشَارِيعَ تنموية جديدة.,مَشَارِيع,مَشَارِيع,مَفَاعِيل,جمع كثرة,Projects,ma$aAriyE,
تمايلت الغصون بفعل الرياح العاصفة.,الغصون,غصون,فُعُول ,جمع كثرة,Branches,gSwn,
تم وضع الحواجز على الطريق لضمان سلامة السائقين.,الحواجز,حَوَاجِز,"فَوَاعِل
",جمع كثرة,Barriers,HawaAjizu,
"تم نقل الجَرحى إلى المستشفى لتلقي العلاج الفوري.""",الجَرحى ,جَرحى ,فَعْلَى,جمع كثرة,Wounded,jarHY,
تم مناقشة الحلول الممكنة للتحديات الاقتصادية في الاجتماع.,الحلول,حلول,فُعُول ,جمع كثرة,Solutions,Hlwl,
تم فحص المفاصل بدقة أثناء الزيارة الطبية., المفاصل,مَفَاصِل,مَفَاعِل,جمع كثرة,Knuckles,mafaASilu,
تم فتح الملاجئ لإيواء المشردين خلال العاصفة الشديدة.,الملاجئ,ملاجئ,مَفَاعِل,جمع كثرة,Shelters,mlAj},
تم شحن البضائع من الميناء لتوزيعها في الأسواق المحلية.,البضائع,بضائع,فَعَائِل,جمع كثرة,Merchandise,bDA}E,
تم توزيع الهدايا الجميلة في الحفل.,الهدايا,هدايا,فَعَالَى,جمع كثرة,Gifts,hdAyA,
تم تنظيم الأواني في المطبخ بشكل مرتب.,الأواني,أَوَانِي,أَفَاعِي,جمع كثرة,Utensils,>awaAniy,
تم تنظيف النوافذ لجعل الغرفة أكثر إشراقاً.,النوافذ,نَوَافِذ,فَوَاعِل ,جمع كثرة,Windows,nawaAfi*u,
تم تقسيم الإرث بين الورثة وفقًا للمَقَاسِمِ الشرعية., للمَقَاسِمِ,مَقَاسِمُ,مَفَاعِل,جمع كثرة,Shares,maqaAsimu,
تم تغيير المفارش القديمة بأخرى جديدة في غرفة الطعام.,المفارش,مَفَارِش,مَفَاعِل,جمع كثرة,Bedcloths,mafaAri$u,
"تَمَّ تَصْميمُ المَحَارِقِ بِطَريقَةٍ حَديثَةٍ لِلتَّخَلُّصِ مِنْ النُّفاياتِ .

",المَحَارِقِ,مَحَارِق,مَفَاعِل,جمع كثرة,Incinerators,mHArq,
تم تسليم الأعمال الفنية للمراجعة قبل المعرض المقبل.,الأعمال,أعمال,أَفْعَال,جمع قلة,Works,>EmAl,
تم تزيين المنازل بالأضواء الزاهية للاحتفال بالعيد.,المنازل,منازل,مَفَاعِل,جمع كثرة,Homes,mnAzl,
تم ترتيب مَقَاعِدِ الحفل بعناية لاستقبال الضيوف.,مَقَاعِد,مَقَاعِد,مَفَاعِل,جمع كثرة,Seats,maqaAEid,
تم ترتيب الكَراسِي حول الطاولة الطويلة في الحفل لتستوعب جميع الضيوف.,الكَراسِي, كَراسِي,فَعَالِي,جمع كثرة,Troops,karAsiy,
